Image,Title,Address
https://media.npr.org/assets/img/2019/04/11/financialaid-promo_wide-52da6d4ecd0e3e94a3414b50e608924a6f68ec45-s1400-c100.jpg,A Guide For Navigating College Financial Aid : NPR,https://www.npr.org/2019/04/11/709528694/how-to-calculate-the-cost-of-college-a-guide-to-financial-aid-terms
https://www.fresnobee.com/opinion/readers-opinion/igs8je/picture122250139/alternates/LANDSCAPE_1140/IMG_studentcupboard_0822_7_1_AK93IVIJ_L250609370,"CA housing crisis bill aims to help homeless college students | The Sacramento Bee,twitter,email,phone",https://www.sacbee.com/news/politics-government/capitol-alert/article225294450.html
https://www.economist.com/img/b/1280/720/90/sites/default/files/20190420_SRP522.jpg,"Online tutoring works better than some might expect | The Economist,The Economist,The Economist,Search,Facebook,Instagram,Twitter,LinkedIn,YouTube,RSS",https://www.economist.com/special-report/2019/04/11/online-tutoring-works-better-than-some-might-expect
https://assets1.cbsnewsstatic.com/hub/i/r/2014/09/05/98bfb9b1-83fb-4cea-8504-b2935d4f259e/thumbnail/1200x630/82ce5c82abeec00896f7122c35c75e2e/college-admissions-2.jpg,"
    college admission: how to get off the waitlist? - CBS News",https://www.cbsnews.com/news/college-admission-how-to-get-off-the-wait-list/
,"'No Point in Applying': Why Poor Students Are Missing at Top Colleges - The Atlantic,The Atlantic",https://www.theatlantic.com/education/archive/2013/09/no-point-in-applying-why-poor-students-are-missing-at-top-colleges/279699/
https://static01.nyt.com/images/2019/09/19/opinion/paying-college-tuition-1568903705131/paying-college-tuition-1568903705131-facebookJumbo.jpg?year=2019&h=550&w=1050&s=f5ccafc9fd37a0de57588e5f43ad7b0cfcad9eb61d49f16043bdc931ab1eaf9f&k=ZQJBKqZ0VN,"Opinion | Is It Still Possible to Pay for College? - The New York Times,Asset 9",https://www.nytimes.com/interactive/2019/09/19/opinion/paying-college-tuition.html
https://static01.nyt.com/images/2019/09/22/business/20View-illo/20View-illo-facebookJumbo.jpg?year=2019&h=550&w=1050&s=6e073d8eef65e92e433660ae19b9effbddfb33de95551dc65261cbf5f9ddd405&k=ZQJBKqZ0VN,"In the Salary Race, Engineers Sprint but English Majors Endure - The New York Times",https://www.nytimes.com/2019/09/20/business/liberal-arts-stem-salaries.html
https://static01.nyt.com/images/2019/05/05/nyregion/05hunger1/05hunger1-facebookJumbo.jpg?year=2019&h=550&w=1050&s=2f1623aecd898c67602a3edfbd31354c7aed68a234e404d69088f982b0a39d70&k=ZQJBKqZ0VN,Tuition or Dinner? Nearly Half of  College Students Surveyed in a New Report Are Going Hungry - The New York Times,https://www.nytimes.com/2019/05/02/nyregion/hunger-college-food-insecurity.html?action=click&module=News&pgtype=Homepage
https://static01.nyt.com/images/2019/04/13/us/politics/00summit-new5/00summit-new5-facebookJumbo.jpg?year=2019&h=550&w=1050&s=0559db89ac8fc95ce11ea58561f13a17224e228841e062929a1a5fd99bfa01d9&k=ZQJBKqZ0VN,Silicon Valley Came to Kansas Schools. That Started a Rebellion. - The New York Times,https://www.nytimes.com/2019/04/21/technology/silicon-valley-kansas-schools.html
"https://www.gannett-cdn.com/presto/2022/10/19/USAT/3c4a0e4f-72a8-4d52-b964-71f10d3dc0a5-GettyImages-184119773.jpg?crop=2999,1687,x0,y152&width=2999&height=1687&format=pjpg&auto=webp",Supreme Court could change how college admissions consider race,https://www.usatoday.com/story/news/politics/2022/10/19/supreme-court-affirmative-action-college-admissions/10545682002/
https://www.economist.com/img/b/1280/720/90/sites/default/files/images/print-edition/20190413_SRP035_0.jpg,"Private education is stepping in where the state leaves off | The Economist,The Economist,The Economist,Search,Facebook,Instagram,Twitter,LinkedIn,YouTube,RSS",https://www.economist.com/special-report/2019/04/11/private-education-is-stepping-in-where-the-state-leaves-off
https://cdn.theatlantic.com/thumbor/e-lwJbQbdJZFr-XrCjuNzty3ghU=/8x422:5759x3417/1200x625/media/img/mt/2019/04/GettyImages_629136286/original.jpg,"Why Do Legacy-Admissions Preferences Still Exist? - The Atlantic,The Atlantic",https://www.theatlantic.com/education/archive/2019/04/legacy-admissions-preferences-ivy/586465/
https://media.npr.org/assets/img/2020/08/25/olin_vocal_cord_dysfunction-002-_wide-46665993ef8de409f76b4f7d8c9f1ac9f71183af-s1400-c100.jpg,"Often Mistaken For Asthma, This Rare Breathing Disorder Strikes Young Athletes : Shots - Health News : NPR",https://www.npr.org/sections/health-shots/2020/08/26/906047231/a-young-athletes-breathing-problems-weren-t-asthma-what-were-they
https://ca-times.brightspotcdn.com/dims4/default/c7bda30/2147483647/strip/true/crop/1024x538+0+19/resize/1200x630!/quality/80/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2Fae%2F9d%2F3c59edebec5304490ce37281687e%2Fla-1562969161-33ar0mb6hk-snap-image,"Don’t focus on college rankings lists, which are misleading and easily manipulated by colleges - Los Angeles Times",https://www.latimes.com/socal/daily-pilot/opinion/tn-dpt-me-college-admissions-scandal-newport-commentary-20190715-story.html
https://hechingerreport.org/wp-content/uploads/2019/04/Sarah-Gonser-Philly3-e1555906211890.jpg,More college guidance for Philadelphia’s high school students,https://hechingerreport.org/what-do-philadelphias-students-want-more-college-counseling/
https://www.insidehighered.com/sites/default/server_files/media/portrait-of-high-school-students-with-teacher-on-campus-picture-id499113171_0.jpg,High school counselors brief admissions leaders on what potential students want,https://www.insidehighered.com/admissions/article/2019/04/08/high-school-counselors-brief-admissions-leaders-what-potential
https://image.cnbcfm.com/api/v1/image/104507108-Ivy_League_architecture_at_Princeton_University..jpg?v=1532563829&w=1920&h=1080,"Covid is making it harder to get into a top college,Zoom In Icon,Zoom In Icon",https://www.cnbc.com/2020/12/29/covid-is-making-it-harder-to-get-into-a-top-college.html
https://static01.nyt.com/images/2019/05/05/magazine/05Mag-Ethicist-1/05Mag-Ethicist-1-facebookJumbo.jpg?year=2019&h=549&w=1050&s=c3676edc54bbb02c4dd0564ed02c1d0f7cc7d6e7b3f941402bd4aae060abe4a2&k=ZQJBKqZ0VN,Almost All the Colleges I Wanted to Go to Rejected Me. Now What? - The New York Times,https://www.nytimes.com/2019/04/30/magazine/almost-all-the-colleges-i-wanted-to-go-to-rejected-me-now-what.html
https://whyy.org/wp-content/uploads/2017/08/l_nweltempleuniversityflagx1200-1-1.jpg,"After Temple scandal, more colleges misreport data, stripped of U.S. News rankings - WHYY",https://whyy.org/articles/after-temple-scandal-more-colleges-misreport-data-stripped-of-u-s-news-rankings/
https://image.cnbcfm.com/api/v1/image/106814539-1608576815303-Noah_Fifita_1.JPG?v=1608576984&w=1920&h=1080,Student athletes worry coronavirus could put their scholarships at risk,https://www.cnbc.com/2020/12/23/student-athletes-worry-coronavirus-could-put-their-scholarships-at-risk.html
https://image.cnbcfm.com/api/v1/image/105919900-1558108816098highschoolstudent.jpg?v=1558116824&w=1920&h=1080,The SAT will now share students' 'adversity score' with colleges,https://www.cnbc.com/2019/05/17/the-sat-will-now-share-students-adversity-score-with-colleges.html
https://image.cnbcfm.com/api/v1/image/103917547-GettyImages-sb10065231ck-001.jpg?v=1532564038&w=1920&h=1080,The latest victims of the student debt crisis — parents,https://www.cnbc.com/2019/05/10/the-latest-victims-of-the-student-debt-crisis-parents.html
https://image.cnbcfm.com/api/v1/image/104565521-Adult_education.jpg?v=1532563807&w=1920&h=1080,This is the age most Americans pay off their student loans,https://www.cnbc.com/2017/07/03/this-is-the-age-most-americans-pay-off-their-student-loans.html
https://static01.nyt.com/images/2019/05/26/opinion/sunday/26leonhardt-chinoy/26leonhardt-chinoy-facebookJumbo-v2.jpg?year=2019&h=549&w=1050&s=cf7d04ca79258f5d420fd7c0c9a908ead58f6982885acda87b1f0b81c7882945&k=ZQJBKqZ0VN,Opinion | The College Dropout Crisis - The New York Times,https://www.nytimes.com/interactive/2019/05/23/opinion/sunday/college-graduation-rates-ranking.html
https://static01.nyt.com/images/2019/05/17/opinion/17Williams/17Williams-facebookJumbo.jpg?year=2019&h=549&w=1050&s=f62f66da910de2e0d2a77c9db470418bf2a47a2bc552a4e56d6172fa59609470&k=ZQJBKqZ0VN,Opinion | The SAT’s Bogus ‘Adversity Score’ - The New York Times,https://www.nytimes.com/2019/05/17/opinion/sat-adversity-score.html
,404,https://www.salliemae.com/util/404/
https://static01.nyt.com/newsgraphics/images/icons/defaultPromoCrop.png?year=2013,More Students Are Taking Both the ACT and SAT - The New York Times,https://www.nytimes.com/2013/08/04/education/edlife/more-students-are-taking-both-the-act-and-sat.html
"https://www.gannett-cdn.com/presto/2019/05/23/USAT/8f53f625-6d8b-4231-a692-1a1c91cdb3aa-GTY_477028715.JPG?crop=5183,2902,x0,y0&width=3200&height=1792&format=pjpg&auto=webp",SAT test's 'adversity score' turns students into college statistics,https://www.usatoday.com/story/opinion/2019/05/30/sat-test-adversity-score-turns-students-into-college-statistics-column/1209187001/
https://i2.wp.com/hechingerreport.org/wp-content/uploads/2019/12/IMG_3606-e1559837568859.jpg?resize=960%2C720&ssl=1,Virtual counseling services try to increase number of rural college students,https://hechingerreport.org/rural-students-often-go-unnoticed-by-colleges-can-virtual-counseling-put-them-on-the-map/
https://imageio.forbes.com/specials-images/dam/imageserve/1093517324/0x0.jpg?format=jpg&width=1200,More Ways To Improve College Admission In 2019,https://www.forbes.com/sites/brennanbarnard/2019/01/21/more-ways-to-improve-college-admission-in-2019/
https://static01.nyt.com/images/2018/05/29/reader-center/29readers-JoelFong1/29readers-JoelFong1-facebookJumbo.jpg?year=2018&h=549&w=1050&s=edc74d38550ecccc3a8f742240bd16a8e52e0f6138ec92642d763f9bf17955fd&k=ZQJBKqZ0VN,What Worries You Most About the College Admissions Process? - The New York Times,https://www.nytimes.com/2018/06/01/learning/what-worries-you-most-about-the-college-admissions-process.html
,Why do students decline their dream schools? | EAB,https://eab.com/insights/blogs/enrollment/why-do-students-decline-their-dream-schools/
https://image.cnbcfm.com/api/v1/image/104763483-Bill_Gates_purple.jpg?v=1580145221&w=1920&h=1080,Bill Gates: US college dropout rates are ‘tragic’,https://www.cnbc.com/2017/10/10/bill-gates-us-college-dropout-rates-are-tragic.html
https://www.gannett-cdn.com/-mm-/db6666e8df2ac983185a419f8c688b55df57d93b/c=0-77-1198-754/local/-/media/2017/01/13/Bergen/NorthJersey/636199074659574766-022216-A-SATjump-sm-60p-12376197.JPG?width=1198&height=677&fit=crop&format=pjpg&auto=webp,Was August SAT test leaked? Students fret about test's integrity,https://www.usatoday.com/story/news/2018/08/28/august-sat-test-reuse-cheating-college-board-october-2017/1120558002/
https://www.insidehighered.com/sites/default/server_files/media/early2.jpg,Justice Department starts investigation of early-decision admissions,https://www.insidehighered.com/admissions/article/2018/04/09/justice-department-starts-investigation-early-decision-admissions
https://cdn.theatlantic.com/thumbor/cIDsjRgyD3WFmr5vRsXAp1YukK0=/0x0:1955x1018/1200x625/media/img/mt/2017/04/AP_060719024253/original.jpg,"Colleges Use Predictive Data, Analytics to Find Students - The Atlantic,The Atlantic",https://www.theatlantic.com/education/archive/2017/04/how-colleges-find-their-students/522516/
"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/newscms/2019_21/2867226/190522-college-sat-prep-application-guidance-ac-448p.jpg","How hiring a private 'college navigator' helps our family survive the high school years,Search,Better Logo,NBC News Logo,Search,NBC News Logo,MSNBC Logo,Today Logo",https://www.nbcnews.com/better/lifestyle/how-hiring-private-college-navigator-helped-our-family-survive-high-ncna1008926
https://s3.amazonaws.com/thumbnails.thecrimson.com/photos/2018/05/03/215511_1330644.jpg.2000x1333_q95_crop-smart_upscale.jpg,Filings Show Athletes With High Academic Scores Have 83 Percent Acceptance Rate | News | The Harvard Crimson,https://www.thecrimson.com/article/2018/6/30/athlete-admissions/
https://static01.nyt.com/images/2019/09/03/opinion/03bruniWeb/03bruniWeb-facebookJumbo.jpg?year=2019&h=550&w=1050&s=317ff8bd60d78f47890522d2c8182feff07559fa2e90e18299e4e526cadadb4c&k=ZQJBKqZ0VN,Opinion | When Did College Turn So Cruel? - The New York Times,https://www.nytimes.com/2019/09/03/opinion/college-graduates.html
https://static01.nyt.com/images/2019/08/29/opinion/sunday/29Zaloom/29Zaloom-facebookJumbo.jpg?year=2019&h=550&w=1050&s=6af5a03ebbdf745307e499e89d6a9ef5d1168d89ac2800a5adf622bf07ca3194&k=ZQJBKqZ0VN,Opinion | How Paying for College Is Changing Middle-Class Life - The New York Times,https://www.nytimes.com/2019/08/30/opinion/sunday/college-tuition.html
https://s.marketwatch.com/public/resources/images/MW-GY558_studen_ZG_20181114135931.jpg,"How student-loan debt affects the rest of your life (it’s not pretty) - MarketWatch,MarketWatch Site Logo",https://www.marketwatch.com/story/what-student-debt-does-to-people-its-not-pretty-2018-11-14
https://cdn.theatlantic.com/thumbor/99tlzDm7bzPQDHOl2sDsgi0ELG4=/0x0:4925x2565/1200x625/media/img/mt/2018/05/College_merit_photo_/original.jpg,"College Admissions Are Getting Even Less Predictable - The Atlantic,The Atlantic",https://www.theatlantic.com/education/archive/2018/05/college-admissions-gpa-sat-act/561167/
https://i0.wp.com/hechingerreport.org/wp-content/uploads/2019/05/190501-skills-not-degrees-cs-212p_926791a26b1b5d32bafca16b8d1e684a-e1556893336486.jpg?resize=960%2C480&ssl=1,Is it possible to find jobs without a college degree?,https://hechingerreport.org/what-if-we-hired-for-skills-not-degrees/
https://static01.nyt.com/images/2019/05/09/sports/09colleges/09colleges-facebookJumbo.jpg?year=2019&h=549&w=1050&s=405a0370924790cae5f0f468c1a558544f8c676a12b604c15cba704256dd67de&k=ZQJBKqZ0VN,Lessons From a Scandal: Colleges Quietly Tighten the Athletic Recruiting Process - The New York Times,https://www.nytimes.com/2019/05/09/sports/college-recruiting-scandal.html?action=click&module=News&pgtype=Homepage
"https://res.cloudinary.com/everfi/images/f_auto,q_auto/v1615811146/moneymatters-thumbnail-44/moneymatters-thumbnail-44.png?_i=AA",2019 Money Matters on Campus Report | EVERFI,https://everfi.com/white-papers/financial-education/2019-money-matters-report/
http://static1.squarespace.com/static/5b7c56e255b02c683659fe43/5bad28439140b74439a8acba/5bad3971b208fccdad3935bf/1666363093101/turning-the-tide.png?format=1500w,Turning the Tide: Inspiring Concern for Others and the Common Good Through College Admissions — Making Caring Common,https://mcc.gse.harvard.edu/reports/turning-the-tide-college-admissions
https://hw2.thisamericanlife.org/sites/default/files/episodes/images/504.jpg,How I Got Into College - This American Life,https://www.thisamericanlife.org/504/how-i-got-into-college
,College Readiness Predictors Don't Have to Be a Mystery | Strategic Data Project,https://sdp.cepr.harvard.edu/blog/college-readiness-predictors-dont-have-be-mystery
https://static.politico.com/3b/bc/4a5e63eb4e858f053d5704bd0e87/20220214-abraham-lincoln-hs-sf-getty-773.jpg,"Parental fury propels San Francisco school board ouster  - POLITICO,POLITICO",https://www.politico.com/news/2022/02/14/san-francisco-school-board-ouster-00008422
https://www.mckinsey.com/~/media/mckinsey/featured%20insights/future%20of%20organizations/the%20future%20of%20work%20in%20america%20people%20and%20places%20today%20and%20tomorrow/future-of-work-standard-1536x1536-v3.jpg,Future of work in America | McKinsey,https://www.mckinsey.com/featured-insights/future-of-work/the-future-of-work-in-america-people-and-places-today-and-tomorrow
https://s.marketwatch.com/public/resources/images/MW-HL483_stevem_ZG_20190614210401.jpg,"Treasury Department recommends ‘mandatory’ financial-literacy courses for college students - MarketWatch,MarketWatch Site Logo",https://www.marketwatch.com/story/treasury-dept-says-student-debt-crisis-is-so-bad-that-financial-education-should-be-mandatory-for-college-students-2019-06-17
https://img.assets-c3.propublica.org/images/articles/20190729-illinois-financial-aid-Norman-UofIL-15-1200x630.jpg?crop=focalpoint&fit=crop&fp-x=0.5&fp-y=0.5&h=630&imgixProfile=propublicaAssets&q=90&w=1200&s=9871386d116dd81d0c269967adfca194,"U.S. Department of Education Wants to Stop “Student Aid Fraud Scheme” Where Parents Give Up Custody Through Dubious Guardianships — ProPublica,Close,Close,Comment,Creative Commons,Donate,Email,Add Email,Facebook,Instagram,Facebook Messenger,Mobile,Nav Menu,Podcast,Print,ProPublica,RSS,Search,Secure,Twitter,WhatsApp,YouTube,ProPublica logo",https://www.propublica.org/article/college-student-financial-aid-guardianship-loophole-us-department-of-education
https://imageio.forbes.com/specials-images/imageserve/620d3b1c67470464fc14ade6/0x0.jpg?format=jpg&width=1200,Yale And Princeton Will Extend Test-Optional Admissions For Another Year,https://www.forbes.com/sites/michaeltnietzel/2022/02/16/yale-and-princeton-will-extend-test-optional-admissions-for-another-year/?sh=3312334c3716
https://www.insidehighered.com/sites/default/server_files/media/Getty/GettyImages-869301544.jpg,Survey: College students need help with financial literacy,https://www.insidehighered.com/news/2022/02/25/survey-college-students-need-help-financial-literacy
https://static.politico.com/68/5c/901667094dc09ecd6bd22e88ba9d/220308-au-getty773.jpg,"Appeals court revives tuition-refund lawsuits against AU & GWU  - POLITICO,POLITICO",https://www.politico.com/news/2022/03/08/appeals-court-tuition-refund-au-gwu-00015109
https://img.assets-c3.propublica.org/images/articles/20190729-illinois-financial-aid-Norman-UofIL-19-1200x630.jpg?crop=focalpoint&fit=crop&fp-x=0.5&fp-y=0.5&h=630&imgixProfile=propublicaAssets&q=90&w=1200&s=b0d2959690588167606db60d88ca1aad,"Parents Are Giving Up Custody of Their Kids to Get Need-Based College Financial Aid — ProPublica,Close,Close,Comment,Creative Commons,Donate,Email,Add Email,Facebook,Instagram,Facebook Messenger,Mobile,Nav Menu,Podcast,Print,ProPublica,RSS,Search,Secure,Twitter,WhatsApp,YouTube,ProPublica logo",https://www.propublica.org/article/university-of-illinois-financial-aid-fafsa-parents-guardianship-children-students
https://files.epi.org/uploads/iStock-1212937962-950x485.jpg,Raising pay in public K–12 schools is critical to solving staffing shortages: Federal relief funds can provide a down payment on long-needed investments in the education workforce | Economic Policy Institute,https://www.epi.org/publication/solving-k-12-staffing-shortages/
https://news.berkeley.edu/wp-content/uploads/2015/10/sather-gate-750.jpg,UC Berkeley statement on court decision affecting 2022-23 academic year enrollment | Berkeley News,https://news.berkeley.edu/2022/02/14/uc-berkeley-statement-on-court-decision-affecting-2022-23-academic-year-enrollment/
"https://www.gannett-cdn.com/presto/2021/06/30/USAT/133d6dd0-ccaf-4c90-ba4f-46de7e7b1eb0-Chicago_2021004-05_Nathaniel_MaxHerman_003.JPG?crop=4799,2700,x0,y0&width=3200&height=1801&format=pjpg&auto=webp","NAEP report card 2022: America's test scores dropped in reading, math",https://www.usatoday.com/story/news/2022/10/24/naep-report-card-test-scores-reading-math/10552407002/
http://static1.squarespace.com/static/5b7c56e255b02c683659fe43/5b7d680c88251baff6fbe6cd/5c4f6a6a4d7a9ced15caf951/1668017216011/unsplash-image-_JZuBu_CEII.jpg?format=1500w,Are You Putting Too Much Pressure on Your Child During the College Admission Process?  — Making Caring Common,https://mcc.gse.harvard.edu/resources-for-families/red-flags-for-parentsare-you-putting-too-much-pressure-on-your-child-during-the-college-admission-process
https://i0.wp.com/hechingerreport.org/wp-content/uploads/2022/10/willen-Affirmativeaction-FEAT-scaled.jpg?fit=2560%2C1707&ssl=1,College admissions is already broken. What will happen if affirmative action is banned?,https://hechingerreport.org/college-admissions-is-already-broken-what-will-happen-if-the-affirmative-action-precedent-is-overturned/
https://www.insidehighered.com/sites/default/server_files/media/gettyimages-1200148891-170667a.jpg,It's time for high schools and colleges to cut the pressure they create for students in the admissions process (opinion),https://www.insidehighered.com/admissions/views/2021/04/19/its-time-high-schools-and-colleges-cut-pressure-they-create-students
https://www.highereddive.com/imgproxy/WS7N0gL9l4Ojnq-fcrkI3uQcYbFp6GV4IfyaJ5OYIMM/g:ce/rs:fill:770:364:0/bG9jYWw6Ly8vZGl2ZWltYWdlL0dldHR5SW1hZ2VzLTEzMzEwMTQwNzkuanBn.jpg,"A decade after enrolling, 60% of college students earn more than high school graduates | Higher Ed Dive",https://www.highereddive.com/news/a-decade-after-enrolling-60-of-college-students-earn-more-than-high-schoo/618885/
"https://media.cnn.com/api/v1/images/stellar/prod/190530174527-student-debt-stock.jpg?q=x_3,y_131,h_1441,w_2561,c_crop/w_800","Student loan crisis: The reasons people take on crushing amounts of debt | CNN,Close icon",https://edition.cnn.com/2019/06/01/us/student-loan-debt-stories-trnd/
https://chronicle.brightspotcdn.com/dims4/default/0e25b44/2147483647/strip/true/crop/2857x1500+146+0/resize/1200x630!/quality/90/?url=http%3A%2F%2Fchronicle-brightspot.s3.amazonaws.com%2F27%2F8b%2Fa95341a244cfaf42e87c2f35e058%2F0929bello-cook-us-news-rankings-fullbleed.jpg,The Reckless Rankings Game,https://www.chronicle.com/article/the-reckless-rankings-game
https://media.nbcchicago.com/2019/09/college-tuition-generic.png?resize=1200%2C675&quality=85&strip=all,"The Safest College in the US is in the Midwest, According to a New Ranking – NBC Chicago",https://www.nbcchicago.com/news/local/the-safest-college-in-the-us-is-in-the-midwest-according-to-a-new-ranking/2953742/
https://www.insidehighered.com/sites/default/server_files/media/3000x3000_Conversation_300x300.png,How colleges measure and prove their value: Key podcast,https://www.insidehighered.com/news/2022/11/10/how-colleges-measure-and-prove-their-value-key-podcast
https://compote.slate.com/images/f24d69dc-28aa-4ba4-a518-8e9c18853304.jpeg?crop=1560%2C1040%2Cx0%2Cy0&width=1560,"U.S. News college rankings: All the questions they don’t answer.,Activating this button will toggle the display of additional content,Slate homepage,Submit search,Enter query,Activating this button will toggle the display of additional content,Open menu,Close menu,Activating this button will toggle the display of additional content,Slate on Instagram,Slate on Twitter,Slate on Facebook,Slate homepage,*,Slate on Instagram,Slate on Twitter,Slate on Facebook,The Slate Group logo",https://slate.com/human-interest/2022/10/us-news-rankings-how-to-pick-a-college.html
https://static01.nyt.com/images/2022/11/23/us/politics/22DIVER_1/merlin_203185041_04021ca5-6d7f-4192-bfaa-93a8b0e84dec-facebookJumbo.jpg,Opinion | Are the U.S. News College Rankings Finally Going to Die? - The New York Times,https://www.nytimes.com/2022/11/22/opinion/us-news-world-report-rankings.html
https://storage.googleapis.com/afs-prod/media/37bf23b9c33c411a868a98ae7ea53d56/3000.webp,Yale University sued over student mental health policies | AP News,https://apnews.com/article/health-education-lawsuits-connecticut-yale-university-6e2cf430ef0c14c45ff064f07e5d5c4a
https://snworksceo.imgix.net/dpn/b131ff79-a544-4fbe-b68b-b2eb9749925d.sized-1000x1000.png?w=800,Sam Zou | College rankings are a sham | The Daily Pennsylvanian,https://www.thedp.com/article/2022/09/college-rankings-are-a-sham
https://assets1.cbsnewsstatic.com/hub/i/r/2015/02/18/bee74e57-8968-46b8-bcac-b633a59693a2/thumbnail/1200x630/8d8e08aa4e43d0cc520b2a60b6ab91a5/college-admissions-2.jpg,"
    College admissions cheating scandal: Is there really a payoff in attending a top college? Actually, yes - CBS News",https://www.cbsnews.com/news/college-admissions-cheating-scandal-is-there-really-a-payoff-in-attending-a-top-college-actually-yes/
https://static01.nyt.com/images/2022/11/10/us/00tuition-1/merlin_213576414_1c443149-5bef-4136-91be-583a71a67c57-facebookJumbo.jpg,A Sign That Tuition Is Too High: Some Colleges Are Slashing It in Half - The New York Times,https://www.nytimes.com/2022/12/14/us/college-universities-college-tuition-reset.html
https://www.chicagotribune.com/resizer/JA5BHTEU1P0lhITuxQc3MmdQER4=/1200x630/filters:format(jpg):quality(70)/cloudfront-us-east-1.images.arcpublishing.com/tronc/CA237YHGHVEIRMY6GPG6DIIN2I.jpg,Op-ed: US News rankings spur revolt — and desire for meaningful lists,https://www.chicagotribune.com/opinion/commentary/ct-opinion-college-rankings-us-news-harvard-yale-20221128-spjki3uk7va6vnpp3an2ccw42a-story.html
https://thirdway.imgix.net/products/now-is-the-time-to-pass-the-college-transparency-act/shutterstock_365373944-v2.jpg?w=900&h=450&fit=crop,"Now is the Time to Pass the College Transparency Act – Third Way,Third Way",https://www.thirdway.org/blog/now-is-the-time-to-pass-the-college-transparency-act
https://compote.slate.com/images/86307129-155a-4372-90b3-4e22a5a15547.jpeg?crop=4032%2C2688%2Cx0%2Cy168&width=1560,"U.S. News college rankings: Yale, Harvard law schools pulled out. Why now?,Activating this button will toggle the display of additional content,Slate homepage,Submit search,Enter query,Activating this button will toggle the display of additional content,Open menu,Close menu,Activating this button will toggle the display of additional content,Slate on Instagram,Slate on Twitter,Slate on Facebook,Slate homepage,*,Slate on Instagram,Slate on Twitter,Slate on Facebook,The Slate Group logo",https://slate.com/human-interest/2022/11/us-news-college-rankings-law-schools-yale-harvard-pulling-out-why-now.html
https://thirdway.imgix.net/products/whats-next-post-cancellation-holding-colleges-accountable-for-student-outcomes/shutterstock_2187471395-960x640.jpg?w=900&h=450&fit=crop,"What’s Next Post-Cancellation? Holding Colleges Accountable for Student Outcomes – Third Way,Third Way",https://www.thirdway.org/blog/whats-next-post-cancellation-holding-colleges-accountable-for-student-outcomes
https://thirdway.imgix.net/products/rating-colleges-by-economic-mobility/Header_EMI_v4.jpg?w=900&h=450&fit=crop,"Rating Colleges by Economic Mobility – Third Way,Third Way",https://www.thirdway.org/graphic/rating-colleges-by-economic-mobility
